V0,V1,V10,V12,V15,V16,V18,V20,V23,V24,V25,V26,V28,V29,V3,V30,V31,V32,V33,V34,V36,V37,V4,V6,V7,V8,target,type
-0.40299999999999997,-0.486,-0.732,0.35700000000000004,1.626,-1.463,-1.31,-0.483,-1.534,-1.319,-0.57,-0.627,1.2890000000000001,1.8869999999999998,0.951,1.369,-1.133,0.45,-1.76,-0.852,-1.411,0.747,-0.294,-1.29,-1.686,-1.105,-0.345,train
-1.158,-1.538,-0.917,-0.591,1.626,-1.7069999999999999,-1.306,-0.8420000000000001,-1.544,0.233,-0.71,-0.511,1.287,1.212,0.797,0.174,-2.1109999999999998,0.39,-1.76,-0.852,-0.131,1.0190000000000001,-0.818,-1.416,-1.7590000000000001,-2.33,-1.625,train
-0.638,-0.312,-1.014,0.18899999999999997,0.721,-1.66,-1.273,-0.402,-1.55,0.233,-0.669,-0.45299999999999996,1.288,0.8340000000000001,0.831,0.19399999999999998,-1.006,1.002,-1.76,-0.852,-1.14,0.003,-0.223,-1.403,-1.8780000000000001,-1.317,-0.735,train
0.375,0.42200000000000004,-1.0,0.528,0.665,-1.268,-0.389,0.048,-0.638,0.23199999999999998,-0.47600000000000003,-0.599,1.286,0.163,0.929,-0.12300000000000001,-0.342,0.9129999999999999,-0.613,-0.5710000000000001,-0.8909999999999999,-0.536,0.132,-1.263,-1.8780000000000001,-0.32299999999999995,-0.153,train
0.21100000000000002,0.385,-0.11,0.45299999999999996,0.055,-1.077,-0.38799999999999996,0.098,-0.647,0.23199999999999998,-0.319,-0.374,1.284,0.131,1.182,-0.574,-0.363,0.17,-0.613,-0.5479999999999999,-0.084,-0.78,-0.035,-1.127,-1.84,-0.612,0.054000000000000006,train
-0.040999999999999995,0.09300000000000001,0.205,0.201,-0.251,-0.887,2.6839999999999997,-0.10099999999999999,-0.31,0.79,-0.21100000000000002,-0.106,1.284,-0.225,1.264,-0.564,-0.456,-0.524,3.1710000000000003,2.635,0.267,-0.12300000000000001,-0.221,-1.028,-1.801,-0.7490000000000001,0.037000000000000005,train
0.369,0.479,-0.114,0.07200000000000001,-0.251,-0.653,3.6189999999999998,-0.055999999999999994,-0.836,0.7979999999999999,-0.11699999999999999,0.205,1.284,-0.405,1.36,-0.861,-0.057999999999999996,-0.894,3.802,1.173,-0.474,-0.8240000000000001,0.07200000000000001,-0.888,-1.746,0.099,0.295,train
-0.14300000000000002,-0.345,-0.165,-0.035,-0.433,-0.527,4.072,-0.429,-0.8059999999999999,0.8,0.113,0.365,1.285,-0.405,1.3130000000000002,-0.9009999999999999,-0.467,-0.9570000000000001,4.731,3.872,-0.12,0.311,0.04,-0.754,-1.617,-0.643,0.064,train
-2.028,-2.665,1.524,-1.6569999999999998,-0.318,-0.812,0.053,-1.516,-0.631,0.8009999999999999,0.006,0.257,1.281,0.114,0.435,-0.636,-2.6319999999999997,-0.988,2.483,1.416,1.959,1.796,-1.479,-0.7979999999999999,-1.617,-2.7539999999999996,-2.5860000000000003,train
-1.692,-2.18,-2.108,-0.82,0.026000000000000002,-1.357,0.568,-1.146,0.218,0.741,0.063,-0.318,1.2819999999999998,0.152,-0.669,-0.19699999999999998,-2.397,-0.907,1.107,0.385,-1.239,1.484,-0.8540000000000001,-0.899,-1.61,-2.546,-2.613,train
0.618,0.245,-2.577,0.205,0.595,-1.375,0.524,0.07400000000000001,0.355,-1.32,0.215,-0.435,1.278,0.568,-0.131,0.332,-0.252,0.033,0.82,0.5539999999999999,-2.565,-0.9570000000000001,0.966,-0.892,-1.64,0.29100000000000004,-0.073,train
1.196,1.166,-1.64,0.9279999999999999,0.595,-0.741,0.64,0.226,0.353,-1.321,0.272,-0.496,-0.245,1.095,-0.596,2.05,0.7,1.204,0.534,1.416,-1.9180000000000001,-1.1059999999999999,1.421,-0.8079999999999999,-1.682,0.5870000000000001,1.273,train
1.1059999999999999,1.177,0.654,1.454,1.4180000000000001,-0.09,0.066,0.196,0.353,-1.321,0.111,-0.35200000000000004,-0.45899999999999996,1.329,-0.045,-0.102,0.6679999999999999,-0.08,0.82,1.454,0.08800000000000001,-1.03,1.124,-0.49,-1.5490000000000002,0.544,1.849,train
0.462,0.48,1.699,0.695,1.368,-0.068,0.069,-0.39299999999999996,-1.446,-1.321,-0.16399999999999998,-0.34700000000000003,-0.456,1.0270000000000001,-0.319,-0.285,0.079,-0.727,-0.135,0.043,2.01,-0.16399999999999998,0.33299999999999996,-0.382,-1.5490000000000002,-0.16,0.718,train
0.335,0.253,0.705,0.687,1.22,-0.127,1.974,-0.86,-0.635,-1.321,-0.217,-0.057999999999999996,-0.457,0.9840000000000001,-0.518,-0.903,-0.075,-0.9890000000000001,1.4509999999999998,0.835,0.845,-0.021,0.159,-0.297,-1.335,-0.255,0.396,train
-0.254,-0.14800000000000002,0.85,0.44,0.87,-0.41,1.056,-1.4340000000000002,0.36200000000000004,-1.321,-0.153,0.129,-0.45799999999999996,0.872,-0.782,-0.218,-0.151,-0.672,2.063,3.7689999999999997,0.19399999999999998,1.3130000000000002,0.032,-0.324,-1.305,-0.503,-0.5529999999999999,train
-0.35100000000000003,-0.485,-1.41,-0.096,0.87,-0.752,0.985,-1.315,-0.997,-1.319,-0.031,-0.10300000000000001,-0.451,0.737,-1.446,1.42,-0.956,0.371,1.107,0.273,-0.9059999999999999,-0.011000000000000001,-0.031,-0.43799999999999994,-1.262,-0.812,-0.308,train
-0.261,-0.44299999999999995,-0.726,0.027000000000000003,0.495,-0.809,-1.13,-1.514,-0.335,-1.318,-0.03,0.038,-0.45399999999999996,0.573,-1.5130000000000001,0.8440000000000001,-0.823,0.40399999999999997,1.107,0.273,-0.405,0.6729999999999999,0.013000000000000001,-0.535,-1.2990000000000002,-0.997,-0.496,train
0.369,0.615,-0.8959999999999999,0.485,0.44799999999999995,-0.675,0.532,-1.32,0.345,-1.321,-0.043,0.24600000000000002,-0.45299999999999996,0.483,-1.63,0.327,0.138,-0.14800000000000002,-0.785,-0.29,-1.1159999999999999,-1.008,0.607,-0.535,-1.2990000000000002,0.17600000000000002,0.71,train
0.8220000000000001,0.804,0.244,0.7859999999999999,0.309,-0.675,0.532,-1.074,0.342,0.19399999999999998,0.126,0.402,-0.44799999999999995,0.248,-1.6,-0.013999999999999999,0.542,0.6409999999999999,-0.785,-0.29,0.099,-3.4539999999999997,0.631,-0.37,-1.32,0.578,0.977,train
0.7759999999999999,0.855,1.318,0.36200000000000004,0.114,0.18899999999999997,0.529,-0.787,0.353,0.47700000000000004,0.363,0.643,0.5329999999999999,-0.048,-1.6340000000000001,0.419,0.639,1.2670000000000001,0.534,-0.29,0.7509999999999999,-0.39899999999999997,0.45799999999999996,-0.19399999999999998,-1.2409999999999999,0.618,0.894,train
0.494,0.7290000000000001,0.494,0.395,0.114,-0.031,0.525,-1.082,0.365,0.131,0.467,0.807,0.74,0.063,-1.754,-0.424,0.363,1.003,0.534,-0.29,0.429,-0.237,0.341,-0.18899999999999997,-1.13,0.149,0.48700000000000004,train
0.386,0.32899999999999996,0.17600000000000002,0.5710000000000001,-0.009000000000000001,-0.111,0.535,-1.145,0.34,0.09,0.512,0.9940000000000001,1.212,0.086,-1.942,-0.22399999999999998,0.244,-0.036000000000000004,0.534,-0.29,-0.049,0.16399999999999998,0.261,-0.193,-1.073,0.063,-0.16899999999999998,train
-0.648,-0.522,-0.5329999999999999,0.16699999999999998,-0.066,-0.467,2.226,-1.37,0.345,0.7979999999999999,0.583,0.9540000000000001,1.2890000000000001,-0.09,-1.925,-0.308,-0.679,0.055,1.236,0.441,-0.092,0.7440000000000001,-0.397,-0.309,-1.073,-0.9940000000000001,-1.083,train
0.085,0.073,-1.127,0.005,-0.239,-0.57,0.077,-1.0490000000000002,-0.645,0.799,0.545,0.449,1.286,-0.20600000000000002,-1.867,-0.25,-0.10300000000000001,-0.106,1.4509999999999998,1.454,-1.266,-2.314,-0.405,-0.26899999999999996,-1.099,0.165,0.11599999999999999,train
-0.436,-0.25,0.179,-0.08,-0.6890000000000001,-0.121,-3.512,-1.126,-0.6659999999999999,0.7959999999999999,0.8190000000000001,0.036000000000000004,1.286,-0.8270000000000001,-1.8130000000000002,-0.319,-0.431,-0.42200000000000004,2.326,2.541,0.184,0.315,-0.374,-0.254,-1.0759999999999998,-0.82,-0.564,train
-0.013999999999999999,0.099,-0.187,0.44799999999999995,-0.6890000000000001,-0.483,0.07200000000000001,-0.674,-0.657,0.7959999999999999,0.7829999999999999,-0.20600000000000002,1.286,-0.6990000000000001,-1.715,-0.21600000000000003,-0.185,1.218,-0.742,-2.512,-0.048,-0.785,-0.171,-0.285,-1.045,-0.439,-0.373,train
0.507,0.634,-0.642,0.326,-0.627,-0.244,0.142,-0.397,-0.645,0.245,0.905,-0.9159999999999999,1.193,-0.52,-1.6019999999999999,-0.32799999999999996,0.389,0.307,-0.441,-0.402,-0.535,-1.2590000000000001,0.191,-0.22699999999999998,-1.0090000000000001,0.348,0.16899999999999998,train
0.669,0.675,-0.237,0.604,-0.24600000000000002,-0.076,1.4369999999999998,0.35600000000000004,-0.644,0.245,1.084,-1.166,0.294,-0.07200000000000001,-1.324,0.23,0.47100000000000003,1.537,1.68,0.273,-0.20199999999999999,-0.146,0.32299999999999995,-0.099,-1.0090000000000001,0.11199999999999999,0.408,train
0.809,0.642,0.073,0.688,-0.24600000000000002,-0.098,1.442,0.341,-0.645,0.233,0.935,-0.735,0.27399999999999997,0.122,-1.214,0.218,0.16699999999999998,0.374,1.68,0.273,0.044000000000000004,-1.288,0.332,-0.02,-0.9159999999999999,0.071,0.8640000000000001,train
0.8270000000000001,0.602,0.687,0.561,0.064,-0.009000000000000001,1.439,0.341,-0.647,0.233,0.8590000000000001,-1.073,0.272,0.187,-1.131,0.354,0.488,0.244,1.68,0.273,0.423,-2.327,0.114,0.221,-0.8640000000000001,0.516,1.168,train
0.682,0.6759999999999999,0.742,0.46299999999999997,0.064,0.43799999999999994,1.445,0.348,-1.119,0.8,0.8109999999999999,-0.8740000000000001,0.265,-0.16399999999999998,-1.1320000000000001,-0.34299999999999997,0.47,1.157,1.68,0.6659999999999999,0.815,-1.123,0.612,0.355,-0.79,0.389,0.972,train
0.7090000000000001,0.758,0.295,0.745,-0.057999999999999996,0.42200000000000004,1.432,0.27699999999999997,-1.128,0.23199999999999998,0.8440000000000001,-0.488,0.27,-0.040999999999999995,-1.0270000000000001,1.005,0.635,0.322,0.82,1.454,0.385,-1.901,0.413,0.442,-0.621,0.433,1.083,train
0.44299999999999995,0.5660000000000001,0.515,0.546,0.015,0.5479999999999999,1.449,0.07200000000000001,-1.205,0.23199999999999998,0.94,-1.3159999999999998,0.26899999999999996,0.081,-0.996,-0.22899999999999998,0.21,0.09,0.82,1.454,0.47700000000000004,-1.199,-0.022000000000000002,0.5870000000000001,-0.621,0.128,0.922,train
0.18100000000000002,0.085,0.031,0.124,0.015,0.324,1.4380000000000002,-0.122,-1.175,0.51,0.992,-1.2009999999999998,-0.456,-0.39299999999999996,-0.991,0.531,-0.16899999999999998,1.766,1.68,0.273,0.217,-1.0070000000000001,-0.23199999999999998,0.56,-0.49200000000000005,-0.187,0.442,train
0.409,0.465,-0.086,0.18899999999999997,-0.373,0.324,1.383,-0.087,0.22699999999999998,0.51,0.98,-0.7659999999999999,-0.457,-0.465,-1.0070000000000001,-0.49,0.17300000000000001,0.244,1.68,2.635,-0.17,-1.097,-0.045,0.49200000000000005,-0.494,0.265,0.385,train
-0.009000000000000001,0.057,-0.156,-0.38799999999999996,-0.46799999999999997,0.28300000000000003,0.9470000000000001,-0.0,0.133,1.081,1.0590000000000002,-0.5870000000000001,-0.45299999999999996,-0.664,-0.958,-0.083,-0.226,1.145,-3.3369999999999997,-2.765,-0.131,-1.4380000000000002,-0.847,0.5589999999999999,-0.496,-0.084,0.193,train
-0.691,-0.43,-0.179,-0.95,-0.46799999999999997,0.489,1.442,-0.127,-0.667,1.081,1.2329999999999999,-0.19399999999999998,-0.449,-1.1520000000000001,-0.9420000000000001,0.46799999999999997,-0.49200000000000005,0.258,1.107,-1.9769999999999999,-0.055,-2.008,-1.524,0.6759999999999999,-0.409,-0.261,0.017,train
-0.433,-0.042,-0.14300000000000002,-1.111,-1.217,0.53,1.435,-0.29,-0.695,1.08,1.526,-0.068,-0.449,-1.4769999999999999,-1.031,-0.08,0.055,0.128,1.442,0.835,-0.285,-1.685,-1.3430000000000002,0.722,-0.409,0.47600000000000003,0.505,train
-0.284,0.008,0.11800000000000001,-0.995,-1.2670000000000001,0.6859999999999999,1.436,-0.626,-0.309,1.081,1.6369999999999998,0.024,-0.45399999999999996,-1.4169999999999998,-1.122,0.6920000000000001,0.027999999999999997,0.674,1.68,0.835,0.005,-1.203,-1.237,0.7959999999999999,-0.298,0.348,0.705,train
-0.21,0.091,0.14800000000000002,-0.805,-1.338,0.6559999999999999,1.442,-0.785,0.32799999999999996,1.082,1.554,0.382,0.43,-1.304,-1.228,0.48,0.153,1.3030000000000002,1.68,0.835,0.146,-1.9709999999999999,-1.18,0.82,-0.252,0.489,0.529,train
-1.1840000000000002,-0.29100000000000004,0.09699999999999999,-1.6440000000000001,-1.3419999999999999,0.653,0.083,-1.337,0.102,1.508,1.599,0.578,0.43700000000000006,-1.534,-1.3719999999999999,0.593,-0.049,0.29100000000000004,1.222,0.441,0.17600000000000002,-0.363,-1.976,0.861,-0.188,0.373,-0.061,train
-1.249,0.121,-0.613,-1.4980000000000002,-1.4269999999999998,0.6829999999999999,-1.319,-1.195,-0.349,1.506,1.699,0.48,0.434,-1.5630000000000002,-1.4369999999999998,0.126,0.297,-0.292,-0.035,-0.079,-0.46,-0.649,-2.023,0.851,-0.12,0.506,-0.401,train
-0.857,0.156,-0.642,-1.0270000000000001,-1.597,0.725,-0.389,-0.917,-1.103,1.432,2.14,0.602,0.44,-1.3880000000000001,-1.463,-0.217,0.35100000000000003,-0.309,-0.843,-3.102,-0.66,-0.33399999999999996,-1.2890000000000001,0.843,-0.12,0.245,-0.111,train
0.373,0.517,-0.09699999999999999,-0.303,-1.345,0.677,-0.27899999999999997,-0.389,-1.103,0.799,2.093,1.071,1.285,-0.963,-1.395,-0.302,0.7340000000000001,-0.361,-0.69,-1.837,-0.256,-0.188,-0.16899999999999998,0.816,-0.07400000000000001,0.802,0.387,train
-0.034,-0.06,0.986,0.18899999999999997,-0.54,0.599,-0.29100000000000004,-0.128,-1.079,0.233,1.6280000000000001,0.28800000000000003,1.288,-0.963,-1.431,0.529,0.584,0.297,-0.562,-1.415,0.6409999999999999,0.831,0.348,0.778,-0.043,-0.03,-0.006999999999999999,train
-0.324,-0.556,-0.431,-0.214,-0.54,-0.142,0.445,-0.504,-1.005,-1.319,1.119,-0.282,0.742,0.139,-1.2209999999999999,0.8740000000000001,-0.691,1.111,1.6280000000000001,0.048,0.109,0.047,0.14,0.634,-0.0,-0.634,0.053,train
0.732,0.56,-0.47700000000000004,0.986,0.568,0.135,0.43700000000000006,0.087,-0.6459999999999999,-1.319,0.674,-0.105,0.428,0.726,-1.24,0.33399999999999996,0.379,0.62,1.05,0.61,-0.505,-1.672,0.375,0.536,-0.111,0.62,0.838,train
0.991,0.795,0.7709999999999999,0.8109999999999999,0.667,0.228,0.431,0.43,-0.644,-1.319,0.508,-0.001,0.43,0.532,-1.11,0.203,0.652,0.444,0.419,-0.29,0.24600000000000002,-1.173,0.261,0.5379999999999999,-0.111,0.716,0.647,train
0.86,0.5529999999999999,0.419,0.703,0.591,0.48700000000000004,0.435,1.143,-0.6459999999999999,-1.319,0.74,-0.033,0.429,0.33799999999999997,-0.7709999999999999,0.28,0.489,-0.17,0.419,-0.29,0.7040000000000001,-0.217,0.187,0.5660000000000001,-0.09,0.527,0.079,train
0.72,0.7090000000000001,-0.06,0.624,0.363,0.392,0.429,1.255,-0.648,-1.32,0.825,0.057,0.433,0.124,-0.43,-0.547,0.62,-0.495,0.419,-0.29,-0.11800000000000001,-0.07400000000000001,0.305,0.512,-0.086,0.5379999999999999,0.8290000000000001,train
0.5539999999999999,0.42200000000000004,0.597,0.812,0.259,0.353,0.445,0.971,-0.648,-1.32,0.649,0.094,0.433,0.124,-0.456,-0.2,0.5920000000000001,-0.639,0.419,-0.29,0.271,0.45399999999999996,0.431,0.511,-0.079,0.435,0.9209999999999999,train
0.418,0.39299999999999996,0.069,0.991,0.259,0.052000000000000005,0.444,0.915,-0.635,-1.32,0.34600000000000003,-0.09699999999999999,0.42700000000000005,0.45799999999999996,-0.575,-0.3,0.295,-0.526,0.419,-0.29,0.418,0.027999999999999997,0.32,0.41700000000000004,-0.109,0.385,0.6920000000000001,train
0.319,0.124,0.746,0.696,0.508,0.08800000000000001,0.433,1.124,-0.636,-1.32,0.183,-0.203,0.428,0.578,-0.536,0.184,0.161,0.057999999999999996,0.419,-0.29,1.0190000000000001,0.711,0.32,0.332,-0.109,-0.121,-0.5479999999999999,train
0.622,0.687,-0.72,1.0390000000000001,0.545,-0.011000000000000001,0.43200000000000005,0.961,-0.649,-1.32,0.132,-0.157,0.424,0.6970000000000001,0.233,0.024,0.5579999999999999,0.748,0.419,-0.29,-0.752,0.2,0.435,0.27699999999999997,-0.17300000000000001,0.51,1.291,train
0.126,-0.079,0.65,0.769,0.654,0.02,0.43799999999999994,0.161,-0.649,-1.32,-0.126,-0.1,0.74,0.6409999999999999,0.721,0.29,-0.131,0.27899999999999997,0.419,-0.29,0.521,0.591,0.29600000000000004,0.22399999999999998,-0.198,-0.354,0.802,train
-0.653,-1.206,1.119,-0.24600000000000002,0.358,-0.445,0.44299999999999995,-0.9059999999999999,-0.643,-1.32,-0.518,0.024,0.737,0.6409999999999999,0.672,0.47700000000000004,-0.99,0.772,0.419,-0.29,1.319,1.557,-0.505,0.096,-0.23199999999999998,-1.193,-0.527,train
-0.595,-0.562,-0.61,-0.31,0.358,-0.759,0.9840000000000001,-1.2570000000000001,-0.233,0.083,-0.7020000000000001,-0.027000000000000003,0.736,-0.20600000000000002,0.607,1.213,-0.823,1.206,1.26,0.835,-0.499,0.021,-0.732,-0.035,-0.385,-0.764,-0.121,train
-0.542,-0.337,-0.753,-0.139,-0.425,-0.73,0.9840000000000001,-1.212,0.335,0.8,-0.513,0.096,0.737,-0.627,-0.198,0.488,-0.40399999999999997,1.146,1.107,0.835,-0.087,0.12300000000000001,-0.701,-0.115,-0.385,-0.723,-0.624,train
-0.297,0.092,-1.136,-0.7,-0.977,-0.363,0.075,-1.212,0.09300000000000001,1.504,-0.045,0.40299999999999997,0.736,-0.9129999999999999,-0.32799999999999996,0.637,0.114,0.74,1.011,0.273,-1.0859999999999999,-1.4380000000000002,-1.063,-0.054000000000000006,-0.494,0.19699999999999998,-0.39899999999999997,train
-0.61,-0.096,-0.131,-0.862,-1.069,-0.061,-0.6579999999999999,-0.721,-0.639,1.063,0.544,0.15,0.73,-1.2670000000000001,-0.326,0.47700000000000004,-0.025,1.6280000000000001,-0.613,-0.29,-0.337,0.7659999999999999,-0.91,0.02,-0.47,0.249,-0.618,train
-0.5329999999999999,-0.221,-1.025,-0.293,-1.197,-0.519,0.43200000000000005,-0.326,-0.654,0.799,0.708,0.519,0.732,-1.018,-0.313,0.05,-0.605,0.605,-0.212,-0.45899999999999996,-0.7040000000000001,-0.223,-0.38799999999999996,-0.07,-0.43700000000000006,-0.867,-0.698,train
-0.053,0.059000000000000004,-0.784,-0.528,-0.9159999999999999,-0.258,0.517,0.516,0.344,0.8,0.96,0.677,0.733,-0.8079999999999999,-0.131,0.022000000000000002,-0.019,1.229,3.286,1.547,-0.853,-1.5290000000000001,-0.544,0.048,-0.455,0.086,-0.198,train
-0.395,0.11199999999999999,0.075,-1.032,-0.9159999999999999,0.276,-0.382,0.625,-0.64,0.8,1.197,0.61,0.732,-1.126,0.34600000000000003,-0.087,0.23,0.609,0.562,0.638,-0.653,-0.153,-1.197,0.225,-0.455,0.451,0.282,train
-0.10800000000000001,0.084,-0.324,-0.541,-1.138,0.155,-0.37799999999999995,0.57,-0.643,0.8009999999999999,1.145,1.024,2.109,-1.232,0.605,-0.36200000000000004,0.24,-0.523,-0.04,0.273,-0.179,-0.5429999999999999,-0.941,0.218,-0.359,0.042,0.52,train
-0.162,-0.203,0.59,-0.326,-0.93,0.23600000000000002,0.517,0.24600000000000002,-0.643,0.799,0.972,0.804,2.144,-0.846,0.593,0.034,0.005,0.077,2.44,1.791,0.9,0.18100000000000002,-0.40399999999999997,0.302,-0.324,-0.272,-0.083,train
0.287,0.25,-0.07,-0.023,-0.93,0.21600000000000003,0.527,0.215,-0.643,0.799,0.647,0.507,2.1430000000000002,-0.846,0.5379999999999999,-0.049,0.389,0.759,1.7380000000000002,1.791,-0.375,-0.325,-0.23199999999999998,0.371,-0.27399999999999997,0.43,0.993,train
0.122,-0.07400000000000001,0.8640000000000001,0.252,-0.5379999999999999,0.07400000000000001,0.531,-0.5479999999999999,-0.633,0.8,0.292,-0.536,2.144,-0.48,0.425,1.181,0.11800000000000001,1.734,0.534,-0.29,0.805,0.65,0.235,0.37799999999999995,-0.203,-0.252,0.508,train
0.8079999999999999,0.49700000000000005,0.389,0.6729999999999999,-0.5379999999999999,-0.098,0.53,-0.7390000000000001,-0.648,0.094,-0.11800000000000001,-0.759,-2.4330000000000003,-0.019,0.16399999999999998,0.755,0.608,0.565,0.534,-0.29,0.384,-0.529,0.248,0.335,-0.203,0.748,0.87,train
0.909,0.684,0.265,0.898,0.125,0.187,0.527,-0.7390000000000001,-0.643,0.09,-0.052000000000000005,-0.7859999999999999,-2.4330000000000003,0.20800000000000002,0.134,1.281,0.44299999999999995,1.0490000000000002,0.534,-0.29,0.293,-1.298,0.39799999999999996,0.436,-0.214,0.617,1.1440000000000001,train
1.018,0.77,0.5479999999999999,0.835,0.36700000000000005,0.43799999999999994,-0.691,-0.419,-0.648,-1.32,0.09,-1.12,1.087,0.282,0.153,0.46,0.48700000000000004,1.5190000000000001,0.534,-0.29,0.583,-0.078,0.34600000000000003,0.446,-0.175,0.738,0.812,train
0.833,0.451,-0.755,0.8740000000000001,0.36700000000000005,0.201,0.529,-0.071,0.33399999999999996,-1.32,0.18899999999999997,-0.688,1.2830000000000001,0.5379999999999999,0.149,0.917,0.382,1.129,-0.785,-1.3019999999999998,-0.035,-0.046,0.544,0.386,-0.122,0.44,0.515,train
0.9329999999999999,0.738,-0.175,1.212,0.7609999999999999,0.332,0.531,0.057999999999999996,0.34600000000000003,-1.32,0.33899999999999997,-0.8320000000000001,1.285,0.6970000000000001,0.20199999999999999,0.565,0.466,0.002,-0.785,-1.3019999999999998,-0.14400000000000002,-0.98,0.521,0.426,-0.11599999999999999,0.537,0.521,train
