V0,V1,V10,V12,V15,V16,V20,V24,V3,V31,V36,V37,V4,V6,V8,target,type
-1.158,-1.538,-0.917,-0.591,1.626,-1.707,-0.8420000000000001,0.233,0.797,-2.111,-0.131,1.019,-0.818,-1.416,-2.33,-1.625,train
-0.638,-0.312,-1.014,0.189,0.721,-1.66,-0.402,0.233,0.831,-1.006,-1.14,0.003,-0.223,-1.403,-1.317,-0.735,train
0.375,0.422,-1.0,0.528,0.665,-1.268,0.048,0.232,0.929,-0.342,-0.8909999999999999,-0.536,0.132,-1.263,-0.32299999999999995,-0.153,train
0.211,0.385,-0.11,0.453,0.055,-1.077,0.098,0.232,1.182,-0.363,-0.084,-0.78,-0.035,-1.127,-0.612,0.054000000000000006,train
-0.041,0.093,0.205,0.201,-0.251,-0.887,-0.101,0.79,1.264,-0.456,0.267,-0.123,-0.221,-1.028,-0.7490000000000001,0.037000000000000005,train
0.369,0.479,-0.114,0.07200000000000001,-0.251,-0.653,-0.056,0.7979999999999999,1.36,-0.058,-0.474,-0.8240000000000001,0.07200000000000001,-0.888,0.099,0.295,train
-0.14300000000000002,-0.345,-0.165,-0.035,-0.433,-0.527,-0.429,0.8,1.3130000000000002,-0.467,-0.12,0.311,0.04,-0.754,-0.643,0.064,train
-2.028,-2.665,1.524,-1.6569999999999998,-0.318,-0.812,-1.516,0.8009999999999999,0.435,-2.632,1.959,1.796,-1.479,-0.7979999999999999,-2.754,-2.5860000000000003,train
-1.692,-2.18,-2.108,-0.82,0.026,-1.357,-1.146,0.741,-0.669,-2.397,-1.239,1.484,-0.8540000000000001,-0.899,-2.546,-2.613,train
0.618,0.245,-2.577,0.205,0.595,-1.375,0.07400000000000001,-1.32,-0.131,-0.252,-2.565,-0.957,0.966,-0.892,0.29100000000000004,-0.073,train
1.196,1.166,-1.64,0.928,0.595,-0.741,0.226,-1.321,-0.596,0.7,-1.918,-1.106,1.421,-0.8079999999999999,0.5870000000000001,1.273,train
1.106,1.177,0.654,1.454,1.418,-0.09,0.196,-1.321,-0.045,0.6679999999999999,0.08800000000000001,-1.03,1.124,-0.49,0.544,1.849,train
0.462,0.48,1.699,0.695,1.368,-0.068,-0.393,-1.321,-0.319,0.079,2.01,-0.16399999999999998,0.333,-0.382,-0.16,0.718,train
0.335,0.253,0.705,0.687,1.22,-0.127,-0.86,-1.321,-0.518,-0.075,0.845,-0.021,0.159,-0.297,-0.255,0.396,train
-0.254,-0.14800000000000002,0.85,0.44,0.87,-0.41,-1.4340000000000002,-1.321,-0.782,-0.151,0.194,1.3130000000000002,0.032,-0.324,-0.503,-0.5529999999999999,train
-0.35100000000000003,-0.485,-1.41,-0.096,0.87,-0.752,-1.315,-1.319,-1.446,-0.956,-0.906,-0.011,-0.031,-0.438,-0.812,-0.308,train
-0.261,-0.443,-0.726,0.027000000000000003,0.495,-0.809,-1.514,-1.318,-1.513,-0.823,-0.405,0.6729999999999999,0.013,-0.535,-0.997,-0.496,train
0.369,0.615,-0.8959999999999999,0.485,0.448,-0.675,-1.32,-1.321,-1.63,0.138,-1.116,-1.008,0.607,-0.535,0.17600000000000002,0.71,train
0.8220000000000001,0.804,0.244,0.7859999999999999,0.309,-0.675,-1.074,0.194,-1.6,0.542,0.099,-3.454,0.631,-0.37,0.578,0.977,train
0.7759999999999999,0.855,1.318,0.362,0.114,0.189,-0.787,0.477,-1.634,0.639,0.7509999999999999,-0.399,0.458,-0.194,0.618,0.894,train
0.494,0.7290000000000001,0.494,0.395,0.114,-0.031,-1.082,0.131,-1.754,0.363,0.429,-0.237,0.341,-0.189,0.149,0.487,train
0.386,0.329,0.17600000000000002,0.5710000000000001,-0.009000000000000001,-0.111,-1.145,0.09,-1.942,0.244,-0.049,0.16399999999999998,0.261,-0.193,0.063,-0.16899999999999998,train
-0.648,-0.522,-0.5329999999999999,0.16699999999999998,-0.066,-0.467,-1.37,0.7979999999999999,-1.925,-0.679,-0.092,0.7440000000000001,-0.397,-0.309,-0.994,-1.083,train
0.085,0.073,-1.127,0.005,-0.239,-0.57,-1.0490000000000002,0.799,-1.867,-0.103,-1.266,-2.314,-0.405,-0.269,0.165,0.116,train
-0.436,-0.25,0.179,-0.08,-0.6890000000000001,-0.121,-1.126,0.7959999999999999,-1.813,-0.431,0.184,0.315,-0.374,-0.254,-0.82,-0.564,train
-0.014,0.099,-0.187,0.448,-0.6890000000000001,-0.483,-0.674,0.7959999999999999,-1.715,-0.185,-0.048,-0.785,-0.171,-0.285,-0.439,-0.373,train
0.507,0.634,-0.642,0.326,-0.627,-0.244,-0.397,0.245,-1.602,0.389,-0.535,-1.259,0.191,-0.227,0.348,0.16899999999999998,train
0.669,0.675,-0.237,0.604,-0.246,-0.076,0.35600000000000004,0.245,-1.324,0.471,-0.202,-0.146,0.32299999999999995,-0.099,0.112,0.408,train
0.809,0.642,0.073,0.688,-0.246,-0.098,0.341,0.233,-1.214,0.16699999999999998,0.044,-1.288,0.332,-0.02,0.071,0.8640000000000001,train
0.8270000000000001,0.602,0.687,0.561,0.064,-0.009000000000000001,0.341,0.233,-1.131,0.488,0.423,-2.327,0.114,0.221,0.516,1.168,train
0.682,0.6759999999999999,0.742,0.463,0.064,0.438,0.348,0.8,-1.132,0.47,0.815,-1.123,0.612,0.355,0.389,0.972,train
0.7090000000000001,0.758,0.295,0.745,-0.058,0.422,0.277,0.232,-1.027,0.635,0.385,-1.901,0.413,0.442,0.433,1.083,train
0.443,0.5660000000000001,0.515,0.546,0.015,0.5479999999999999,0.07200000000000001,0.232,-0.996,0.21,0.477,-1.199,-0.022,0.5870000000000001,0.128,0.922,train
0.181,0.085,0.031,0.124,0.015,0.324,-0.122,0.51,-0.991,-0.16899999999999998,0.217,-1.007,-0.232,0.56,-0.187,0.442,train
0.409,0.465,-0.086,0.189,-0.373,0.324,-0.087,0.51,-1.007,0.173,-0.17,-1.097,-0.045,0.4920000000000001,0.265,0.385,train
-0.009000000000000001,0.057,-0.156,-0.388,-0.468,0.28300000000000003,-0.0,1.081,-0.958,-0.226,-0.131,-1.4380000000000002,-0.847,0.5589999999999999,-0.084,0.193,train
-0.691,-0.43,-0.179,-0.95,-0.468,0.489,-0.127,1.081,-0.942,-0.4920000000000001,-0.055,-2.008,-1.524,0.6759999999999999,-0.261,0.017,train
-0.433,-0.042,-0.14300000000000002,-1.111,-1.217,0.53,-0.29,1.08,-1.031,0.055,-0.285,-1.685,-1.3430000000000002,0.722,0.476,0.505,train
-0.284,0.008,0.118,-0.995,-1.267,0.6859999999999999,-0.626,1.081,-1.122,0.028,0.005,-1.203,-1.237,0.7959999999999999,0.348,0.705,train
-0.21,0.091,0.14800000000000002,-0.805,-1.338,0.6559999999999999,-0.785,1.082,-1.228,0.153,0.146,-1.971,-1.18,0.82,0.489,0.529,train
-1.1840000000000002,-0.29100000000000004,0.097,-1.644,-1.342,0.653,-1.337,1.508,-1.372,-0.049,0.17600000000000002,-0.363,-1.976,0.861,0.373,-0.061,train
-1.249,0.121,-0.613,-1.4980000000000002,-1.4269999999999998,0.6829999999999999,-1.195,1.506,-1.4369999999999998,0.297,-0.46,-0.649,-2.023,0.851,0.506,-0.401,train
-0.857,0.156,-0.642,-1.027,-1.597,0.725,-0.917,1.432,-1.463,0.35100000000000003,-0.66,-0.334,-1.289,0.843,0.245,-0.111,train
0.373,0.517,-0.097,-0.303,-1.345,0.677,-0.389,0.799,-1.395,0.7340000000000001,-0.256,-0.188,-0.16899999999999998,0.816,0.802,0.387,train
-0.034,-0.06,0.986,0.189,-0.54,0.599,-0.128,0.233,-1.431,0.584,0.6409999999999999,0.831,0.348,0.778,-0.03,-0.006999999999999999,train
-0.324,-0.556,-0.431,-0.214,-0.54,-0.142,-0.504,-1.319,-1.221,-0.691,0.109,0.047,0.14,0.634,-0.634,0.053,train
0.732,0.56,-0.477,0.986,0.568,0.135,0.087,-1.319,-1.24,0.379,-0.505,-1.672,0.375,0.536,0.62,0.838,train
0.991,0.795,0.7709999999999999,0.8109999999999999,0.667,0.228,0.43,-1.319,-1.11,0.652,0.246,-1.173,0.261,0.5379999999999999,0.716,0.647,train
0.86,0.5529999999999999,0.419,0.703,0.591,0.487,1.143,-1.319,-0.7709999999999999,0.489,0.7040000000000001,-0.217,0.187,0.5660000000000001,0.527,0.079,train
0.72,0.7090000000000001,-0.06,0.624,0.363,0.392,1.255,-1.32,-0.43,0.62,-0.118,-0.07400000000000001,0.305,0.512,0.5379999999999999,0.8290000000000001,train
0.5539999999999999,0.422,0.597,0.812,0.259,0.353,0.971,-1.32,-0.456,0.5920000000000001,0.271,0.454,0.431,0.511,0.435,0.921,train
0.418,0.393,0.069,0.991,0.259,0.052000000000000005,0.915,-1.32,-0.575,0.295,0.418,0.028,0.32,0.417,0.385,0.6920000000000001,train
0.319,0.124,0.746,0.696,0.508,0.08800000000000001,1.124,-1.32,-0.536,0.161,1.019,0.711,0.32,0.332,-0.121,-0.5479999999999999,train
0.622,0.687,-0.72,1.039,0.545,-0.011,0.961,-1.32,0.233,0.5579999999999999,-0.752,0.2,0.435,0.277,0.51,1.291,train
0.126,-0.079,0.65,0.769,0.654,0.02,0.161,-1.32,0.721,-0.131,0.521,0.591,0.29600000000000004,0.224,-0.354,0.802,train
-0.653,-1.206,1.119,-0.246,0.358,-0.445,-0.906,-1.32,0.672,-0.99,1.319,1.557,-0.505,0.096,-1.193,-0.527,train
-0.595,-0.562,-0.61,-0.31,0.358,-0.759,-1.257,0.083,0.607,-0.823,-0.499,0.021,-0.732,-0.035,-0.764,-0.121,train
-0.542,-0.337,-0.753,-0.139,-0.425,-0.73,-1.212,0.8,-0.198,-0.404,-0.087,0.123,-0.701,-0.115,-0.723,-0.624,train
-0.297,0.092,-1.136,-0.7,-0.977,-0.363,-1.212,1.504,-0.328,0.114,-1.086,-1.4380000000000002,-1.063,-0.054000000000000006,0.197,-0.399,train
-0.61,-0.096,-0.131,-0.862,-1.069,-0.061,-0.721,1.063,-0.326,-0.025,-0.337,0.7659999999999999,-0.91,0.02,0.249,-0.618,train
-0.5329999999999999,-0.221,-1.025,-0.293,-1.197,-0.519,-0.326,0.799,-0.313,-0.605,-0.7040000000000001,-0.223,-0.388,-0.07,-0.867,-0.698,train
-0.053,0.059,-0.784,-0.528,-0.916,-0.258,0.516,0.8,-0.131,-0.019,-0.853,-1.529,-0.544,0.048,0.086,-0.198,train
-0.395,0.112,0.075,-1.032,-0.916,0.276,0.625,0.8,0.34600000000000003,0.23,-0.653,-0.153,-1.197,0.225,0.451,0.282,train
-0.108,0.084,-0.324,-0.541,-1.138,0.155,0.57,0.8009999999999999,0.605,0.24,-0.179,-0.5429999999999999,-0.941,0.218,0.042,0.52,train
-0.162,-0.203,0.59,-0.326,-0.93,0.236,0.246,0.799,0.593,0.005,0.9,0.181,-0.404,0.302,-0.272,-0.083,train
0.287,0.25,-0.07,-0.023,-0.93,0.21600000000000005,0.215,0.799,0.5379999999999999,0.389,-0.375,-0.325,-0.232,0.371,0.43,0.993,train
0.122,-0.07400000000000001,0.8640000000000001,0.252,-0.5379999999999999,0.07400000000000001,-0.5479999999999999,0.8,0.425,0.118,0.805,0.65,0.235,0.378,-0.252,0.508,train
0.8079999999999999,0.4970000000000001,0.389,0.6729999999999999,-0.5379999999999999,-0.098,-0.7390000000000001,0.094,0.16399999999999998,0.608,0.384,-0.529,0.248,0.335,0.748,0.87,train
0.909,0.684,0.265,0.898,0.125,0.187,-0.7390000000000001,0.09,0.134,0.443,0.293,-1.298,0.398,0.436,0.617,1.144,train
1.018,0.77,0.5479999999999999,0.835,0.3670000000000001,0.438,-0.419,-1.32,0.153,0.487,0.583,-0.078,0.34600000000000003,0.446,0.738,0.812,train
0.833,0.451,-0.755,0.8740000000000001,0.3670000000000001,0.201,-0.071,-1.32,0.149,0.382,-0.035,-0.046,0.544,0.386,0.44,0.515,train
0.933,0.738,-0.175,1.212,0.7609999999999999,0.332,0.058,-1.32,0.202,0.466,-0.14400000000000002,-0.98,0.521,0.426,0.537,0.521,train
0.895,0.68,-0.18600000000000005,0.7,0.616,0.456,0.6609999999999999,-1.32,0.416,0.487,-0.023,-0.474,0.433,0.466,0.537,0.7140000000000001,train
0.932,0.65,0.429,0.875,0.616,0.425,0.615,-1.32,0.922,0.512,0.307,-0.484,0.441,0.4370000000000001,0.487,1.114,train
0.713,0.635,0.295,0.922,0.562,0.189,0.381,-1.319,0.911,0.433,0.78,-0.909,0.6629999999999999,0.318,0.385,1.085,train
0.918,0.758,0.956,1.228,0.7240000000000001,0.467,0.217,-1.32,0.8490000000000001,0.759,0.494,-0.124,0.484,0.333,0.7,1.249,train
0.287,0.133,0.251,0.986,0.7240000000000001,0.21600000000000005,-0.235,-1.318,0.708,-0.198,0.626,0.461,0.114,0.239,-0.584,0.436,train
0.443,0.334,-0.405,0.447,0.523,-0.093,-0.27,0.09,0.682,0.1,-0.58,-1.574,-0.046,0.267,0.103,0.764,train
0.489,0.402,0.39,0.345,0.155,0.218,-0.462,0.09,0.5820000000000001,0.473,-0.119,0.304,0.154,0.238,0.22,0.752,train
0.39,0.383,-0.183,0.625,-0.107,-0.055,-0.629,0.799,0.498,0.217,-0.004,-0.6579999999999999,0.182,0.177,-0.07400000000000001,0.669,train
-0.28800000000000003,-0.493,0.774,-0.246,-0.103,0.062,-1.084,0.7979999999999999,0.476,-0.271,0.5579999999999999,1.128,-0.316,0.152,-0.813,-0.14400000000000002,train
0.5429999999999999,0.474,-0.852,0.636,-0.103,-0.246,-0.989,0.8,0.5720000000000001,0.321,-1.024,-0.509,0.224,0.06,0.428,0.9,train
0.315,0.035,0.341,0.539,0.363,0.025,-1.1909999999999998,0.799,0.495,0.079,0.08,0.208,0.152,0.068,-0.035,0.194,train
0.8690000000000001,0.635,-0.146,1.102,0.804,-0.078,-0.821,0.358,0.59,0.52,-0.171,-1.145,0.531,0.173,0.6729999999999999,1.018,train
0.7390000000000001,0.52,0.628,0.927,0.78,0.307,-0.741,0.092,0.44,0.301,0.581,-1.702,0.317,0.303,0.304,0.787,train
0.693,0.483,0.289,0.541,0.507,0.4270000000000001,-0.44,0.5489999999999999,0.451,0.496,0.385,0.012,0.041,0.376,0.602,0.732,train
0.873,0.7170000000000001,-0.333,0.757,0.234,0.378,-0.207,0.7959999999999999,0.162,0.772,0.043,-1.048,0.379,0.381,0.887,0.816,train
0.757,0.487,-0.128,0.6940000000000001,0.272,0.446,0.123,0.8,0.473,0.304,-0.142,-1.6909999999999998,0.182,0.517,0.491,0.843,train
-0.142,0.28,1.202,0.416,0.331,0.45,0.006,0.799,0.547,0.34,1.048,0.8290000000000001,0.568,0.56,-0.461,-0.5429999999999999,train
-1.329,-1.934,0.192,-0.8079999999999999,0.36,-0.126,-0.743,-1.044,0.56,-1.459,-0.218,1.847,-0.348,0.434,-1.482,-1.538,train
-1.157,-1.841,-1.801,-0.477,1.118,-0.8190000000000001,-0.7190000000000001,-1.32,0.399,-1.7280000000000002,-1.714,1.3119999999999998,-0.235,0.24,-1.41,-0.86,train
0.458,0.099,-1.557,1.009,1.251,-0.949,-0.135,-1.319,0.488,-0.073,-2.255,-0.085,0.535,0.172,0.53,0.512,train
0.56,0.218,1.131,0.98,1.263,-0.4,0.067,-1.32,0.56,0.293,0.095,0.385,0.544,0.23,0.207,0.71,train
-0.28600000000000003,-0.695,0.342,0.085,0.84,-0.6759999999999999,-0.218,-1.32,0.459,-0.8340000000000001,1.213,0.818,0.157,0.14400000000000002,-0.883,-0.308,train
0.189,-0.113,-0.596,0.575,0.84,-0.698,-0.18,-1.155,0.406,-0.238,-0.649,0.14800000000000002,0.17600000000000002,0.107,-0.111,0.044,train
-0.229,-0.242,-0.385,0.373,0.204,-0.6,-0.156,0.092,0.29600000000000004,-0.385,-0.442,0.639,-0.03,0.107,-0.5920000000000001,-0.443,train
-1.472,-1.997,0.201,-1.03,-0.226,-0.6970000000000001,-0.653,0.7979999999999999,0.311,-1.462,-0.08900000000000001,1.515,-0.517,0.046,-1.944,-1.539,train
-0.266,-0.55,-1.915,-0.412,-0.265,-0.98,-0.172,0.799,0.256,-0.539,-1.686,-0.1,-0.229,-0.035,-0.52,-0.39,train
0.4,0.335,-0.213,0.009000000000000001,-0.417,-0.461,0.123,1.508,0.315,0.308,-0.826,0.132,0.075,0.03,0.424,0.244,train
-0.13699999999999998,-0.5770000000000001,0.404,0.282,-0.27,-0.535,-0.027000000000000003,1.508,0.22,-0.35100000000000003,0.448,0.769,0.454,0.085,-0.5579999999999999,-0.07200000000000001,train
0.377,0.227,-0.31,0.636,-0.27,-0.474,0.006999999999999999,1.508,0.289,0.22,-0.452,-0.964,0.414,0.114,-0.118,0.486,train
0.445,0.152,0.155,0.301,0.081,0.003,0.4920000000000001,1.509,0.313,0.079,0.153,-0.8320000000000001,-0.004,0.276,0.421,0.311,train
0.556,0.675,-0.075,0.398,0.017,0.003,0.7190000000000001,1.509,0.47,0.645,0.033,0.01,0.086,0.35100000000000003,0.52,0.628,train
0.777,0.706,0.269,0.504,-0.029,0.157,0.787,0.091,0.586,0.8390000000000001,-0.053,0.109,0.486,0.38,0.765,0.944,train
0.807,0.8959999999999999,0.29600000000000004,0.723,0.301,0.187,0.8340000000000001,-1.318,0.718,0.855,0.139,-0.402,0.507,0.45,0.855,1.104,train
-0.895,-1.415,0.947,-0.53,0.301,0.374,-0.019,-1.318,0.713,-0.936,1.761,1.455,-0.161,0.453,-1.453,-0.8809999999999999,train
-0.247,-0.5760000000000001,-1.1840000000000002,0.203,0.478,-0.397,-0.021,-1.318,0.665,-0.8390000000000001,-1.122,0.5539999999999999,0.339,0.342,-0.611,-0.056,train
0.3,-0.122,-1.402,0.201,0.43,-0.55,-0.245,-1.319,0.63,-0.638,-1.097,-0.247,0.667,0.29,0.05,0.8170000000000001,train
0.659,0.478,0.287,0.7120000000000001,0.396,-0.214,-0.223,-1.317,0.5660000000000001,0.456,0.253,0.402,0.438,0.275,0.274,0.875,train
0.757,1.037,0.695,1.012,0.493,-0.08900000000000001,-0.305,-1.318,0.507,0.711,0.644,-0.57,0.467,0.287,0.588,1.137,train
0.405,0.394,0.255,0.8640000000000001,0.493,0.018000000000000002,-0.617,-1.317,0.411,0.26,0.888,-0.241,0.473,0.301,-0.128,0.6679999999999999,train
0.293,0.08,-0.18,0.586,0.397,0.034,-0.762,-1.318,0.396,0.123,0.294,0.375,0.084,0.315,-0.105,0.222,train
0.299,0.38,-0.25,0.66,0.233,-0.031,-0.73,-1.317,0.281,0.191,0.266,0.516,0.191,0.212,-0.179,0.051,train
0.644,0.736,0.035,0.6829999999999999,0.152,-0.083,-0.7040000000000001,-1.317,0.191,0.636,-0.287,0.677,0.561,0.165,0.393,0.544,train
0.812,0.725,-0.195,0.8029999999999999,0.412,-0.159,-0.5770000000000001,-1.317,0.28300000000000003,0.669,-0.368,-0.741,0.526,0.129,0.603,0.907,train
0.909,0.6459999999999999,0.438,1.14,0.385,0.324,-0.452,-1.317,0.241,0.529,0.166,-0.585,0.294,0.256,0.54,1.168,train
0.8,0.591,0.501,0.628,0.371,0.47,-0.39,0.7979999999999999,0.17800000000000002,0.506,0.376,-0.227,0.128,0.358,0.565,0.906,train
0.636,0.309,-0.129,0.322,-0.091,0.5579999999999999,-0.446,0.7979999999999999,0.128,0.284,-0.235,-0.5660000000000001,-0.073,0.46,0.551,1.005,train
-1.168,-1.423,1.796,-0.741,-0.171,0.054000000000000006,-1.533,0.799,-0.395,-1.024,1.473,2.1,-0.853,0.263,-1.069,-1.3130000000000002,train
-0.276,-0.4270000000000001,-1.291,-0.28800000000000003,-0.171,-0.515,-0.838,0.7979999999999999,-0.8170000000000001,-0.605,-0.695,0.247,-0.142,0.046,-0.56,-0.884,train
-1.2990000000000002,-1.6880000000000002,0.029,-0.522,0.309,-0.5920000000000001,-0.974,0.795,-1.002,-0.762,-0.728,2.264,-0.77,-0.113,-0.404,-2.447,train
-1.495,-1.505,-1.867,-0.939,0.897,-1.293,-1.2919999999999998,-0.299,-1.014,-1.608,-2.355,2.199,-1.29,-0.468,-1.005,-1.992,train
-0.6759999999999999,-0.6990000000000001,-2.514,0.049,0.897,-1.594,-0.6729999999999999,-1.318,-1.017,-1.474,-2.527,0.387,-0.077,-0.649,-0.898,-0.079,train
0.529,0.4270000000000001,-0.221,0.826,1.167,-0.992,-0.229,-1.318,-1.006,0.114,-1.3630000000000002,-0.966,0.391,-0.41,0.13699999999999998,0.948,train
0.507,0.17600000000000002,1.4480000000000002,0.359,1.014,-0.239,0.041,-1.318,-0.939,0.09,0.868,0.358,-0.136,-0.198,0.06,0.515,train
0.203,0.316,0.395,0.242,0.168,-0.326,0.305,-1.318,-0.918,-0.21,0.501,-0.321,-0.264,-0.08900000000000001,0.031,0.125,train
0.469,0.338,-0.525,0.201,-0.115,-0.157,0.7090000000000001,0.794,-0.71,0.386,-0.16,-0.212,0.209,-0.04,0.198,-0.064,train
1.03,0.7559999999999999,-0.196,0.13,-0.209,-0.102,0.723,0.8,-0.28,0.616,-0.655,-1.022,0.248,0.051,0.884,1.115,train
0.816,0.302,0.326,0.183,-0.188,0.53,0.7290000000000001,0.7979999999999999,0.161,0.393,0.34600000000000003,-1.928,-0.161,0.251,0.667,1.086,train
0.461,0.043,0.797,-0.131,-0.21,0.53,0.616,1.5,0.031,-0.025,0.667,-2.106,-0.615,0.461,0.338,1.012,train
0.65,0.154,0.517,-0.7290000000000001,-0.449,0.682,0.02,1.5,0.075,-0.226,0.625,-1.5419999999999998,-0.618,0.61,0.4370000000000001,1.154,train
-0.151,-0.305,1.507,-0.22,-0.835,0.7120000000000001,-1.026,1.506,-0.055,0.075,1.131,0.978,-0.128,0.5589999999999999,0.362,0.11,train
0.616,0.271,-1.021,0.211,-0.6509999999999999,0.044,-1.026,0.091,-0.138,0.171,-0.695,-0.8540000000000001,0.398,0.327,0.684,0.518,train
1.009,0.926,-0.655,0.487,0.069,0.044,-0.7170000000000001,0.091,-0.222,0.8009999999999999,-0.5720000000000001,-0.977,0.624,0.289,0.954,0.966,train
0.897,0.664,0.003,0.289,0.166,0.436,-0.69,0.092,-0.146,0.59,-0.247,-1.081,0.213,0.354,0.838,1.009,train
1.215,1.112,0.485,0.14800000000000002,0.197,0.648,-0.252,-0.768,-0.085,1.196,0.535,-0.305,1.221,0.344,1.225,0.904,train
0.636,0.95,0.197,0.226,0.333,0.5589999999999999,-0.031,-1.3159999999999998,0.023,1.199,0.752,0.162,0.888,0.298,0.7559999999999999,0.493,train
0.894,1.009,-0.095,0.448,0.551,0.408,-0.01,-1.317,0.07,1.152,0.047,-0.113,0.847,0.25,1.069,0.965,train
1.027,0.885,0.119,0.486,0.708,0.483,-0.189,-1.317,0.047,1.209,-0.153,-0.027000000000000003,0.911,0.275,0.962,1.429,train
0.467,0.6509999999999999,1.197,0.7929999999999999,0.616,0.436,-0.7170000000000001,-1.319,-0.196,0.74,0.993,0.738,1.075,0.1,0.239,0.5770000000000001,train
0.391,0.414,-0.237,0.7440000000000001,0.616,0.026,-0.5670000000000001,-1.318,-0.242,0.524,0.254,-0.199,0.512,-0.016,0.128,0.163,train
0.946,0.763,-0.388,1.214,0.7709999999999999,0.022,-0.218,-1.3159999999999998,0.015,0.84,-0.397,-0.429,0.618,0.05,0.8759999999999999,0.575,train
0.889,0.992,-0.031,1.421,0.77,0.338,0.314,-1.3130000000000002,0.188,1.015,-0.128,-0.009000000000000001,0.6809999999999999,0.147,0.8270000000000001,0.67,train
0.529,0.402,0.35100000000000003,1.33,0.769,0.258,0.362,-1.314,0.562,0.623,0.133,0.624,0.782,0.182,0.289,0.6990000000000001,train
0.403,0.274,0.417,1.207,1.091,-0.032,0.128,-1.315,0.5660000000000001,0.211,0.519,-0.044,0.441,0.13699999999999998,0.027000000000000003,0.706,train
0.528,0.234,-0.231,1.008,1.091,-0.094,0.04,-1.3119999999999998,0.588,0.078,-0.265,-0.335,0.308,0.086,0.147,0.664,train
0.611,0.5489999999999999,0.156,1.005,0.805,0.063,-0.09,-1.3130000000000002,0.562,0.471,-0.006,-0.545,0.27,0.135,0.3670000000000001,1.032,train
0.467,0.329,0.081,0.745,0.495,0.031,-0.404,-0.647,0.5539999999999999,0.195,0.406,-0.688,0.066,0.154,0.145,0.908,train
0.654,0.225,-0.278,0.466,0.274,-0.025,-0.6809999999999999,-0.614,0.489,0.331,-0.044,-0.7240000000000001,-0.274,0.145,0.51,0.797,train
0.5429999999999999,0.575,0.219,0.594,-0.01,0.188,-0.7440000000000001,-1.314,0.285,0.595,0.112,0.177,0.295,0.217,0.43,0.687,train
0.396,0.359,0.29100000000000004,0.664,0.02,0.018000000000000002,-0.982,-1.3130000000000002,0.35600000000000004,0.443,-0.076,-0.051,0.234,0.231,0.253,0.725,train
0.213,0.338,0.114,0.514,0.061,0.051,-1.044,-0.18600000000000005,0.289,0.224,-0.197,0.078,-0.08199999999999999,0.28,0.134,0.411,train
